time,survival_probability,dataset_role
0.0,1.0,synthetic
14.365872402128339,0.9991079793475461,synthetic
28.731744804256678,0.9975867110416219,synthetic
43.09761720638502,0.9956825322407199,synthetic
57.463489608513356,0.9934795234340035,synthetic
71.82936201064169,0.9910257546371565,synthetic
86.19523441277003,0.9883535870127805,synthetic
100.56110681489838,0.9854868381657446,synthetic
114.92697921702671,0.9824440672286429,synthetic
129.29285161915504,0.9792403241799921,synthetic
143.65872402128338,0.9758881786111311,synthetic
158.02459642341174,0.9723983694993813,synthetic
172.39046882554007,0.9687802383916447,synthetic
186.7563412276684,0.9650420307145342,synthetic
201.12221362979676,0.9611911126650591,synthetic
215.4880860319251,0.9572341318140274,synthetic
229.85395843405342,0.9531771388901745,synthetic
244.21983083618176,0.9490256820181358,synthetic
258.5857032383101,0.9447848809272353,synthetic
272.9515756404384,0.9404594862861528,synthetic
287.31744804256675,0.9360539277860039,synthetic
301.68332044469514,0.9315723535724613,synthetic
316.0491928468235,0.9270186629295463,synthetic
330.4150652489518,0.9223965336307162,synthetic
344.78093765108014,0.9177094450265542,synthetic
359.14681005320847,0.9129606976878509,synthetic
373.5126824553368,0.9081534302388398,synthetic
387.87855485746513,0.9032906338782417,synthetic
402.2444272595935,0.8983751649823278,synthetic
416.61029966172185,0.8934097561052201,synthetic
430.9761720638502,0.8883970256307022,synthetic
445.3420444659785,0.8833394862822997,synthetic
459.70791686810685,0.8782395526610175,synthetic
474.0737892702352,0.8730995479504691,synthetic
488.4396616723635,0.8679217099054213,synthetic
502.80553407449185,0.86270819622067,synthetic
517.1714064766202,0.8574610893616647,synthetic
531.5372788787486,0.8521824009256405,synthetic
545.9031512808768,0.8468740755916186,synthetic
560.2690236830052,0.8415379947090411,synthetic
574.6348960851335,0.8361759795676686,synthetic
589.0007684872619,0.8307897943854059,synthetic
603.3666408893903,0.8253811490457157,synthetic
617.7325132915186,0.8199517016120679,synthetic
632.098385693647,0.8145030606432938,synthetic
646.4642580957752,0.8090367873306851,synthetic
660.8301304979036,0.8035543974750803,synthetic
675.1960029000319,0.7980573633199661,synthetic
689.5618753021603,0.7925471152547076,synthetic
703.9277477042887,0.787025043400376,synthetic
718.2936201064169,0.7814924990892198,synthetic
732.6594925085453,0.775950796247581,synthetic
747.0253649106736,0.7704012126909872,synthetic
761.391237312802,0.7648449913392033,synthetic
775.7571097149303,0.7592833413582055,synthetic
790.1229821170587,0.7537174392353161,synthetic
804.488854519187,0.7481484297930976,synthetic
818.8547269213153,0.7425774271470469,synthetic
833.2205993234437,0.7370055156116287,synthetic
847.586471725572,0.7314337505587509,synthetic
861.9523441277004,0.7258631592323878,synthetic
876.3182165298286,0.7202947415227141,synthetic
890.684088931957,0.7147294707027978,synthetic
905.0499613340853,0.709168294130624,synthetic
919.4158337362137,0.7036121339189719,synthetic
933.7817061383421,0.6980618875754465,synthetic
948.1475785404704,0.6925184286147612,synthetic
962.5134509425988,0.6869826071451932,synthetic
976.879323344727,0.6814552504309669,synthetic
991.2451957468554,0.6759371634321734,synthetic
1005.6110681489837,0.670429129323705,synthetic
1019.9769405511121,0.6649319099945592,synthetic
1034.3428129532404,0.6594462465287598,synthetic
1048.7086853553687,0.6539728596690446,synthetic
1063.0745577574971,0.6485124502643768,synthetic
1077.4404301596255,0.6430656997022561,synthetic
1091.8063025617537,0.6376332703267327,synthetic
1106.172174963882,0.6322158058429554,synthetic
1120.5380473660105,0.6268139317090266,synthetic
1134.9039197681388,0.6214282555158773,synthetic
1149.269792170267,0.6160593673558242,synthetic
1163.6356645723954,0.6107078401804223,synthetic
1178.0015369745238,0.6053742301481844,synthetic
1192.3674093766522,0.6000590769626954,synthetic
1206.7332817787806,0.5947629042016154,synthetic
1221.0991541809087,0.5894862196370291,synthetic
1235.4650265830371,0.5842295155475692,synthetic
1249.8308989851655,0.5789932690227111,synthetic
1264.196771387294,0.573777942259611,synthetic
1278.5626437894223,0.5685839828528321,synthetic
1292.9285161915504,0.5634118240772856,synthetic
1307.2943885936788,0.5582618851646856,synthetic
1321.6602609958072,0.5531345715738036,synthetic
1336.0261333979356,0.5480302752547854,synthetic
1350.3920058000638,0.5429493749077805,synthetic
1364.7578782021922,0.537892236236114,synthetic
1379.1237506043205,0.5328592121942217,synthetic
1393.489623006449,0.5278506432305506,synthetic
1407.8554954085773,0.5228668575256187,synthetic
1422.2213678107055,0.5179081712254126,synthetic
1436.5872402128339,0.5129748886702951,synthetic
1450.9531126149623,0.5080673026195802,synthetic
1465.3189850170907,0.5031856944719268,synthetic
1479.6848574192188,0.4983303344816921,synthetic
1494.0507298213472,0.493501481971378,synthetic
1508.4166022234756,0.48869938554029796,synthetic
1522.782474625604,0.48392428326957954,synthetic
1537.1483470277324,0.47917640292361857,synthetic
1551.5142194298605,0.4744559621480867,synthetic
1565.880091831989,0.469763168664597,synthetic
1580.2459642341173,0.4650982204621176,synthetic
1594.6118366362457,0.4604613059852266,synthetic
1608.977709038374,0.45585260431929153,synthetic
1623.3435814405022,0.4512722853726526,synthetic
1637.7094538426306,0.44672051005588936,synthetic
1652.075326244759,0.44219743045823917,synthetic
1666.4411986468874,0.4377031900212401,synthetic
1680.8070710490156,0.4332379237096598,synthetic
1695.172943451144,0.4288017581797758,synthetic
1709.5388158532724,0.4243948119450641,synthetic
1723.9046882554007,0.42001719553935407,synthetic
1738.2705606575291,0.4156690116775008,synthetic
1752.6364330596573,0.41135035541363,synthetic
1767.0023054617857,0.4070613142969999,synthetic
1781.368177863914,0.4028019685255304,synthetic
1795.7340502660425,0.39857239109704273,synthetic
1810.0999226681706,0.39437264795825083,synthetic
1824.465795070299,0.39020279815154835,synthetic
1838.8316674724274,0.386062893959628,synthetic
1853.1975398745558,0.38195298104797226,synthetic
1867.5634122766842,0.37787309860525004,synthetic
1881.9292846788123,0.37382327948165617,synthetic
1896.2951570809407,0.369803550325224,synthetic
1910.6610294830691,0.365813931716147,synthetic
1925.0269018851975,0.36185443829913605,synthetic
1939.3927742873257,0.35792507891384573,synthetic
1953.758646689454,0.3540258567233963,synthetic
1968.1245190915824,0.35015676934101986,synthetic
1982.4903914937108,0.34631780895485714,synthetic
1996.8562638958392,0.342508962450932,synthetic
2011.2221362979674,0.33873021153432614,synthetic
2025.5880087000958,0.3349815328485821,synthetic
